pais,ano,kilograms,dollars,nao_consta
grecia,1991,0,0,0
hong_kong,1991,0,0,0
hungria,1991,0,0,0
indonesia,1991,0,0,0
irlanda,1991,0,0,0
israel,1991,0,0,0
italia,1991,35118,101279,0
japao,1991,0,0,0
luxemburgo,1991,0,0,0
mexico,1991,0,0,0
moldavia,1991,0,0,0
nova_zelandia,1991,0,0,0
paises_baixos,1991,0,0,0
panama,1991,0,0,0
peru,1991,0,0,0
portugal,1991,4185,11095,0
reino_unido,1991,0,0,0
romenia,1991,0,0,0
suica,1991,0,0,0
tunisia,1991,0,0,0
ucrania,1991,0,0,0
uruguai,1991,0,0,0
nao_consta_na_tabela,1991,0,0,1
nao_declarados,1991,0,0,1
outros,1991,3935,12358,0
africa_do_sul,1992,0,0,0
alemanha,1992,6059,13660,0
argentina,1992,7020,18650,0
australia,1992,0,0,0
austria,1992,0,0,0
bermudas,1992,0,0,0
bahamas,1992,0,0,0
belgica,1992,0,0,0
brasil,1992,0,0,0
bulgaria,1992,0,0,0
canada,1992,0,0,0
chile,1992,0,0,0
croacia,1992,0,0,0
cuba,1992,0,0,0
emirados_arabes_unidos,1992,0,0,0
eslovenia,1992,0,0,0
espanha,1992,63633,215873,0
estados_unidos,1992,0,0,0
franca,1992,15001,156403,0
georgia,1992,0,0,0
granada,1992,0,0,0
grecia,1992,0,0,0
hong_kong,1992,0,0,0
hungria,1992,0,0,0
indonesia,1992,0,0,0
irlanda,1992,0,0,0
israel,1992,0,0,0
italia,1992,17241,50017,0
japao,1992,0,0,0
luxemburgo,1992,0,0,0
mexico,1992,0,0,0
moldavia,1992,0,0,0
nova_zelandia,1992,0,0,0
paises_baixos,1992,0,0,0
panama,1992,0,0,0
peru,1992,0,0,0
portugal,1992,4545,10906,0
reino_unido,1992,0,0,0
romenia,1992,0,0,0
suica,1992,0,0,0
tunisia,1992,0,0,0
ucrania,1992,0,0,0
uruguai,1992,0,0,0
nao_consta_na_tabela,1992,0,0,1
nao_declarados,1992,0,0,1
outros,1992,688,3301,0
africa_do_sul,1993,0,0,0
alemanha,1993,39747,110948,0
argentina,1993,17205,63626,0
australia,1993,0,0,0
austria,1993,0,0,0
bermudas,1993,0,0,0
bahamas,1993,0,0,0
belgica,1993,0,0,0
brasil,1993,0,0,0
bulgaria,1993,0,0,0
canada,1993,0,0,0
chile,1993,1560,4860,0
croacia,1993,0,0,0
cuba,1993,0,0,0
emirados_arabes_unidos,1993,0,0,0
eslovenia,1993,0,0,0
espanha,1993,172218,584200,0
estados_unidos,1993,0,0,0
franca,1993,54501,543157,0
georgia,1993,0,0,0
granada,1993,0,0,0
grecia,1993,0,0,0
hong_kong,1993,0,0,0
hungria,1993,0,0,0
indonesia,1993,0,0,0
irlanda,1993,0,0,0
israel,1993,0,0,0
italia,1993,132449,265440,0
japao,1993,0,0,0
luxemburgo,1993,0,0,0
mexico,1993,0,0,0
moldavia,1993,0,0,0
nova_zelandia,1993,0,0,0
paises_baixos,1993,0,0,0
panama,1993,0,0,0
peru,1993,0,0,0
portugal,1993,6870,19783,0
reino_unido,1993,0,0,0
romenia,1993,0,0,0
suica,1993,0,0,0
tunisia,1993,0,0,0
ucrania,1993,0,0,0
uruguai,1993,0,0,0
nao_consta_na_tabela,1993,0,0,1
nao_declarados,1993,0,0,1
outros,1993,3902,10176,0
africa_do_sul,1994,0,0,0
alemanha,1994,37942,84842,0
argentina,1994,8270,32089,0
australia,1994,0,0,0
austria,1994,0,0,0
bermudas,1994,0,0,0
bahamas,1994,0,0,0
belgica,1994,0,0,0
brasil,1994,0,0,0
bulgaria,1994,0,0,0
canada,1994,0,0,0
chile,1994,4590,13224,0
croacia,1994,0,0,0
cuba,1994,0,0,0
emirados_arabes_unidos,1994,0,0,0
eslovenia,1994,0,0,0
espanha,1994,182952,601583,0
estados_unidos,1994,0,0,0
franca,1994,209274,1602204,0
georgia,1994,0,0,0
granada,1994,0,0,0
grecia,1994,0,0,0
hong_kong,1994,0,0,0
hungria,1994,0,0,0
indonesia,1994,0,0,0
irlanda,1994,0,0,0
israel,1994,0,0,0
italia,1994,232676,501486,0
japao,1994,0,0,0
luxemburgo,1994,0,0,0
mexico,1994,0,0,0
moldavia,1994,0,0,0
nova_zelandia,1994,0,0,0
paises_baixos,1994,0,0,0
panama,1994,0,0,0
peru,1994,0,0,0
portugal,1994,17827,43097,0
reino_unido,1994,0,0,0
romenia,1994,0,0,0
suica,1994,0,0,0
tunisia,1994,0,0,0
ucrania,1994,0,0,0
uruguai,1994,0,0,0
nao_consta_na_tabela,1994,0,0,1
nao_declarados,1994,0,0,1
outros,1994,8979,19787,0
africa_do_sul,1995,0,0,0
alemanha,1995,75829,170816,0
argentina,1995,17382,68936,0
australia,1995,0,0,0
austria,1995,0,0,0
bermudas,1995,0,0,0
bahamas,1995,0,0,0
belgica,1995,0,0,0
brasil,1995,0,0,0
bulgaria,1995,0,0,0
canada,1995,0,0,0
chile,1995,24237,73649,0
croacia,1995,0,0,0
cuba,1995,0,0,0
emirados_arabes_unidos,1995,0,0,0
eslovenia,1995,0,0,0
espanha,1995,269731,903594,0
estados_unidos,1995,0,0,0
franca,1995,234968,1672679,0
georgia,1995,0,0,0
granada,1995,0,0,0
grecia,1995,0,0,0
hong_kong,1995,0,0,0
hungria,1995,0,0,0
indonesia,1995,0,0,0
irlanda,1995,0,0,0
israel,1995,0,0,0
italia,1995,230441,554770,0
japao,1995,0,0,0
luxemburgo,1995,0,0,0
mexico,1995,0,0,0
moldavia,1995,0,0,0
nova_zelandia,1995,0,0,0
paises_baixos,1995,0,0,0
panama,1995,0,0,0
peru,1995,0,0,0
portugal,1995,11745,37615,0
reino_unido,1995,0,0,0
romenia,1995,0,0,0
suica,1995,0,0,0
tunisia,1995,0,0,0
ucrania,1995,0,0,0
uruguai,1995,0,0,0
nao_consta_na_tabela,1995,0,0,1
nao_declarados,1995,0,0,1
outros,1995,20108,40703,0
africa_do_sul,1996,0,0,0
alemanha,1996,22766,68098,0
argentina,1996,567,3110,0
australia,1996,0,0,0
austria,1996,0,0,0
bermudas,1996,0,0,0
bahamas,1996,0,0,0
belgica,1996,0,0,0
brasil,1996,0,0,0
bulgaria,1996,0,0,0
canada,1996,0,0,0
chile,1996,26686,37785,0
croacia,1996,0,0,0
cuba,1996,0,0,0
emirados_arabes_unidos,1996,0,0,0
eslovenia,1996,0,0,0
espanha,1996,198872,778631,0
estados_unidos,1996,0,0,0
franca,1996,272978,2319514,0
georgia,1996,0,0,0
granada,1996,0,0,0
grecia,1996,0,0,0
hong_kong,1996,0,0,0
hungria,1996,0,0,0
indonesia,1996,0,0,0
irlanda,1996,0,0,0
israel,1996,0,0,0
italia,1996,203645,480610,0
japao,1996,0,0,0
luxemburgo,1996,0,0,0
mexico,1996,0,0,0
moldavia,1996,0,0,0
nova_zelandia,1996,0,0,0
paises_baixos,1996,0,0,0
panama,1996,0,0,0
peru,1996,0,0,0
portugal,1996,14861,47858,0
reino_unido,1996,0,0,0
romenia,1996,0,0,0
suica,1996,0,0,0
tunisia,1996,0,0,0
ucrania,1996,0,0,0
uruguai,1996,11813,44125,0
nao_consta_na_tabela,1996,3133,23378,1
nao_declarados,1996,140,571,1
outros,1996,8771,34875,0
africa_do_sul,1997,0,0,0
alemanha,1997,8648,29238,0
argentina,1997,11139,26864,0
australia,1997,0,0,0
austria,1997,0,0,0
bermudas,1997,0,0,0
bahamas,1997,0,0,0
belgica,1997,0,0,0
brasil,1997,0,0,0
bulgaria,1997,0,0,0
canada,1997,0,0,0
chile,1997,2565,13680,0
croacia,1997,0,0,0
cuba,1997,0,0,0
emirados_arabes_unidos,1997,0,0,0
eslovenia,1997,0,0,0
espanha,1997,259100,920891,0
estados_unidos,1997,0,0,0
franca,1997,760944,7856909,0
georgia,1997,0,0,0
granada,1997,0,0,0
grecia,1997,0,0,0
hong_kong,1997,0,0,0
hungria,1997,0,0,0
indonesia,1997,0,0,0
irlanda,1997,0,0,0
israel,1997,0,0,0
italia,1997,162568,485282,0
japao,1997,0,0,0
luxemburgo,1997,0,0,0
mexico,1997,0,0,0
moldavia,1997,0,0,0
nova_zelandia,1997,0,0,0
paises_baixos,1997,0,0,0
panama,1997,0,0,0
peru,1997,0,0,0
portugal,1997,42736,130895,0
reino_unido,1997,0,0,0
romenia,1997,0,0,0
suica,1997,0,0,0
tunisia,1997,0,0,0
ucrania,1997,0,0,0
uruguai,1997,8161,33049,0
nao_consta_na_tabela,1997,0,0,1
nao_declarados,1997,0,0,1
outros,1997,6414,58248,0
africa_do_sul,1998,0,0,0
alemanha,1998,9403,45794,0
argentina,1998,85497,308165,0
australia,1998,0,0,0
austria,1998,0,0,0
bermudas,1998,0,0,0
bahamas,1998,0,0,0
belgica,1998,0,0,0
brasil,1998,0,0,0
bulgaria,1998,0,0,0
canada,1998,0,0,0
chile,1998,7877,20030,0
croacia,1998,0,0,0
cuba,1998,0,0,0
emirados_arabes_unidos,1998,0,0,0
eslovenia,1998,0,0,0
espanha,1998,253355,1009470,0
estados_unidos,1998,0,0,0
franca,1998,779564,9136225,0
georgia,1998,0,0,0
granada,1998,0,0,0
grecia,1998,0,0,0
hong_kong,1998,0,0,0
hungria,1998,0,0,0
indonesia,1998,0,0,0
irlanda,1998,0,0,0
israel,1998,0,0,0
italia,1998,234227,853007,0
japao,1998,0,0,0
luxemburgo,1998,0,0,0
mexico,1998,0,0,0
moldavia,1998,0,0,0
nova_zelandia,1998,0,0,0
paises_baixos,1998,0,0,0
panama,1998,0,0,0
peru,1998,0,0,0
portugal,1998,4386,16971,0
reino_unido,1998,0,0,0
romenia,1998,0,0,0
suica,1998,0,0,0
tunisia,1998,0,0,0
ucrania,1998,0,0,0
uruguai,1998,2430,9720,0
nao_consta_na_tabela,1998,0,0,1
nao_declarados,1998,0,0,1
outros,1998,2720,16836,0
africa_do_sul,1999,0,0,0
alemanha,1999,1980,6690,0
argentina,1999,86940,360596,0
australia,1999,0,0,0
austria,1999,0,0,0
bermudas,1999,0,0,0
bahamas,1999,0,0,0
belgica,1999,0,0,0
brasil,1999,0,0,0
bulgaria,1999,0,0,0
canada,1999,0,0,0
chile,1999,18020,65480,0
croacia,1999,0,0,0
cuba,1999,0,0,0
emirados_arabes_unidos,1999,0,0,0
eslovenia,1999,0,0,0
espanha,1999,251511,1017499,0
estados_unidos,1999,0,0,0
franca,1999,1158921,11636214,0
georgia,1999,0,0,0
granada,1999,0,0,0
grecia,1999,0,0,0
hong_kong,1999,0,0,0
hungria,1999,0,0,0
indonesia,1999,0,0,0
irlanda,1999,0,0,0
israel,1999,0,0,0
italia,1999,498453,1678442,0
japao,1999,0,0,0
luxemburgo,1999,0,0,0
mexico,1999,0,0,0
moldavia,1999,0,0,0
nova_zelandia,1999,0,0,0
paises_baixos,1999,0,0,0
panama,1999,0,0,0
peru,1999,0,0,0
portugal,1999,15501,45223,0
reino_unido,1999,0,0,0
romenia,1999,0,0,0
suica,1999,0,0,0
tunisia,1999,0,0,0
ucrania,1999,0,0,0
uruguai,1999,0,0,0
nao_consta_na_tabela,1999,0,0,1
nao_declarados,1999,0,0,1
outros,1999,2117,5818,0
africa_do_sul,2000,0,0,0
alemanha,2000,1130,3150,0
argentina,2000,114511,326156,0
australia,2000,0,0,0
austria,2000,0,0,0
bermudas,2000,0,0,0
bahamas,2000,0,0,0
belgica,2000,0,0,0
brasil,2000,0,0,0
bulgaria,2000,0,0,0
canada,2000,0,0,0
chile,2000,11250,31550,0
croacia,2000,0,0,0
cuba,2000,0,0,0
emirados_arabes_unidos,2000,0,0,0
eslovenia,2000,0,0,0
espanha,2000,230327,928135,0
estados_unidos,2000,0,0,0
franca,2000,979713,8756457,0
georgia,2000,0,0,0
granada,2000,0,0,0
grecia,2000,0,0,0
hong_kong,2000,0,0,0
hungria,2000,0,0,0
indonesia,2000,0,0,0
irlanda,2000,0,0,0
israel,2000,0,0,0
italia,2000,488816,1303096,0
japao,2000,0,0,0
luxemburgo,2000,0,0,0
mexico,2000,0,0,0
moldavia,2000,0,0,0
nova_zelandia,2000,0,0,0
paises_baixos,2000,0,0,0
panama,2000,0,0,0
peru,2000,0,0,0
portugal,2000,12622,41797,0
reino_unido,2000,0,0,0
romenia,2000,0,0,0
suica,2000,0,0,0
tunisia,2000,0,0,0
ucrania,2000,0,0,0
uruguai,2000,1746,4140,0
nao_consta_na_tabela,2000,0,0,1
nao_declarados,2000,0,0,1
outros,2000,2575,16650,0
africa_do_sul,2001,0,0,0
alemanha,2001,6516,17537,0
argentina,2001,32464,90851,0
australia,2001,0,0,0
austria,2001,0,0,0
bermudas,2001,0,0,0
bahamas,2001,0,0,0
belgica,2001,0,0,0
brasil,2001,0,0,0
bulgaria,2001,0,0,0
canada,2001,0,0,0
chile,2001,15695,44425,0
croacia,2001,0,0,0
cuba,2001,0,0,0
emirados_arabes_unidos,2001,0,0,0
eslovenia,2001,0,0,0
espanha,2001,713315,6408671,0
estados_unidos,2001,0,0,0
franca,2001,182179,262999,0
georgia,2001,0,0,0
granada,2001,0,0,0
grecia,2001,0,0,0
hong_kong,2001,0,0,0
hungria,2001,0,0,0
indonesia,2001,0,0,0
irlanda,2001,0,0,0
israel,2001,450,1510,0
italia,2001,1009289,2476201,0
japao,2001,0,0,0
luxemburgo,2001,0,0,0
mexico,2001,0,0,0
moldavia,2001,0,0,0
nova_zelandia,2001,0,0,0
paises_baixos,2001,0,0,0
panama,2001,0,0,0
peru,2001,0,0,0
portugal,2001,20653,44980,0
reino_unido,2001,0,0,0
romenia,2001,0,0,0
suica,2001,0,0,0
tunisia,2001,0,0,0
ucrania,2001,0,0,0
uruguai,2001,9417,35558,0
nao_consta_na_tabela,2001,0,0,1
nao_declarados,2001,0,0,1
outros,2001,450,1359,0
africa_do_sul,2002,0,0,0
alemanha,2002,7034,19584,0
argentina,2002,17096,32807,0
australia,2002,1136,7702,0
austria,2002,0,0,0
bermudas,2002,0,0,0
bahamas,2002,0,0,0
belgica,2002,0,0,0
brasil,2002,0,0,0
bulgaria,2002,0,0,0
canada,2002,0,0,0
chile,2002,6300,20323,0
croacia,2002,0,0,0
cuba,2002,0,0,0
emirados_arabes_unidos,2002,0,0,0
eslovenia,2002,0,0,0
espanha,2002,166433,528696,0
estados_unidos,2002,990,3846,0
franca,2002,669778,5946841,0
georgia,2002,0,0,0
granada,2002,0,0,0
grecia,2002,0,0,0
hong_kong,2002,0,0,0
hungria,2002,675,1837,0
indonesia,2002,0,0,0
irlanda,2002,0,0,0
israel,2002,1152,3853,0
italia,2002,1484899,3020296,0
japao,2002,0,0,0
luxemburgo,2002,0,0,0
mexico,2002,0,0,0
moldavia,2002,0,0,0
nova_zelandia,2002,0,0,0
paises_baixos,2002,0,0,0
panama,2002,0,0,0
peru,2002,0,0,0
portugal,2002,14033,52317,0
reino_unido,2002,0,0,0
romenia,2002,0,0,0
suica,2002,0,0,0
tunisia,2002,0,0,0
ucrania,2002,0,0,0
uruguai,2002,887,4090,0
nao_consta_na_tabela,2002,0,0,1
nao_declarados,2002,0,0,1
outros,2002,0,0,0
africa_do_sul,2003,5546,6475,0
alemanha,2003,3114,8638,0
argentina,2003,143659,301329,0
australia,2003,0,0,0
austria,2003,0,0,0
bermudas,2003,0,0,0
bahamas,2003,0,0,0
belgica,2003,0,0,0
brasil,2003,0,0,0
bulgaria,2003,0,0,0
canada,2003,0,0,0
chile,2003,16200,39459,0
croacia,2003,0,0,0
cuba,2003,0,0,0
emirados_arabes_unidos,2003,0,0,0
eslovenia,2003,0,0,0
espanha,2003,164545,549223,0
estados_unidos,2003,1575,9100,0
franca,2003,965033,7444348,0
georgia,2003,0,0,0
granada,2003,0,0,0
grecia,2003,0,0,0
hong_kong,2003,0,0,0
hungria,2003,387,1165,0
indonesia,2003,0,0,0
irlanda,2003,0,0,0
israel,2003,1890,6233,0
italia,2003,1209558,2627321,0
japao,2003,0,0,0
luxemburgo,2003,0,0,0
mexico,2003,0,0,0
moldavia,2003,0,0,0
nova_zelandia,2003,0,0,0
paises_baixos,2003,0,0,0
panama,2003,0,0,0
peru,2003,0,0,0
portugal,2003,17170,57304,0
reino_unido,2003,0,0,0
romenia,2003,0,0,0
suica,2003,0,0,0
tunisia,2003,0,0,0
ucrania,2003,0,0,0
uruguai,2003,1722,5100,0
nao_consta_na_tabela,2003,0,0,1
nao_declarados,2003,0,0,1
outros,2003,0,0,0
africa_do_sul,2004,59,259,0
alemanha,2004,22785,77735,0
argentina,2004,1008169,2760067,0
australia,2004,1310,6507,0
austria,2004,0,0,0
bermudas,2004,0,0,0
bahamas,2004,0,0,0
belgica,2004,0,0,0
brasil,2004,5357,17451,0
bulgaria,2004,0,0,0
canada,2004,0,0,0
chile,2004,25920,48350,0
croacia,2004,0,0,0
cuba,2004,0,0,0
emirados_arabes_unidos,2004,0,0,0
eslovenia,2004,0,0,0
espanha,2004,209973,660360,0
estados_unidos,2004,0,0,0
franca,2004,746383,6768485,0
georgia,2004,0,0,0
granada,2004,0,0,0
grecia,2004,0,0,0
hong_kong,2004,0,0,0
hungria,2004,657,1775,0
indonesia,2004,0,0,0
irlanda,2004,0,0,0
israel,2004,1935,5346,0
italia,2004,1033793,2850765,0
japao,2004,0,0,0
luxemburgo,2004,0,0,0
mexico,2004,0,0,0
moldavia,2004,0,0,0
nova_zelandia,2004,0,0,0
paises_baixos,2004,0,0,0
panama,2004,0,0,0
peru,2004,0,0,0
portugal,2004,30305,99071,0
reino_unido,2004,0,0,0
romenia,2004,0,0,0
suica,2004,0,0,0
tunisia,2004,0,0,0
ucrania,2004,0,0,0
uruguai,2004,180,1440,0
nao_consta_na_tabela,2004,0,0,1
nao_declarados,2004,0,0,1
outros,2004,0,0,0
africa_do_sul,2005,520,2320,0
alemanha,2005,888,5487,0
argentina,2005,1135922,2943342,0
australia,2005,1125,7594,0
austria,2005,0,0,0
bermudas,2005,0,0,0
bahamas,2005,0,0,0
belgica,2005,0,0,0
brasil,2005,9801,33151,0
bulgaria,2005,0,0,0
canada,2005,0,0,0
chile,2005,38290,92150,0
croacia,2005,0,0,0
cuba,2005,0,0,0
emirados_arabes_unidos,2005,0,0,0
eslovenia,2005,0,0,0
espanha,2005,213074,767994,0
estados_unidos,2005,2808,6796,0
franca,2005,931767,8295551,0
georgia,2005,0,0,0
granada,2005,0,0,0
grecia,2005,0,0,0
hong_kong,2005,0,0,0
hungria,2005,0,0,0
indonesia,2005,0,0,0
irlanda,2005,0,0,0
israel,2005,4968,13263,0
italia,2005,1092021,2880464,0
japao,2005,0,0,0
luxemburgo,2005,0,0,0
mexico,2005,0,0,0
moldavia,2005,0,0,0
nova_zelandia,2005,0,0,0
paises_baixos,2005,0,0,0
panama,2005,0,0,0
peru,2005,0,0,0
portugal,2005,10588,41905,0
reino_unido,2005,0,0,0
romenia,2005,0,0,0
suica,2005,0,0,0
tunisia,2005,0,0,0
ucrania,2005,0,0,0
uruguai,2005,193,372,0
nao_consta_na_tabela,2005,0,0,1
nao_declarados,2005,0,0,1
outros,2005,1043,3445,0
africa_do_sul,2006,275,1460,0
alemanha,2006,1170,8087,0
argentina,2006,1713270,4726606,0
australia,2006,675,3248,0
austria,2006,0,0,0
bermudas,2006,0,0,0
bahamas,2006,0,0,0
belgica,2006,0,0,0
brasil,2006,16225,63088,0
bulgaria,2006,0,0,0
canada,2006,0,0,0
chile,2006,29806,93696,0
croacia,2006,0,0,0
cuba,2006,0,0,0
emirados_arabes_unidos,2006,0,0,0
eslovenia,2006,0,0,0
espanha,2006,250377,916775,0
estados_unidos,2006,1800,4419,0
franca,2006,1096043,11085410,0
georgia,2006,0,0,0
granada,2006,0,0,0
grecia,2006,0,0,0
hong_kong,2006,0,0,0
hungria,2006,0,0,0
indonesia,2006,0,0,0
irlanda,2006,0,0,0
israel,2006,2250,6382,0
italia,2006,1410249,4279286,0
japao,2006,0,0,0
luxemburgo,2006,0,0,0
mexico,2006,0,0,0
moldavia,2006,0,0,0
nova_zelandia,2006,0,0,0
paises_baixos,2006,0,0,0
panama,2006,0,0,0
peru,2006,0,0,0
portugal,2006,35035,146528,0
reino_unido,2006,0,0,0
romenia,2006,0,0,0
suica,2006,0,0,0
tunisia,2006,0,0,0
ucrania,2006,0,0,0
uruguai,2006,10755,51557,0
nao_consta_na_tabela,2006,0,0,1
nao_declarados,2006,0,0,1
outros,2006,7389,27891,0
africa_do_sul,2007,90,1073,0
alemanha,2007,1980,11786,0
argentina,2007,556320,1441196,0
australia,2007,855,7491,0
austria,2007,0,0,0
bermudas,2007,0,0,0
bahamas,2007,0,0,0
belgica,2007,0,0,0
brasil,2007,4092,22079,0
bulgaria,2007,0,0,0
canada,2007,0,0,0
chile,2007,49400,159012,0
croacia,2007,0,0,0
cuba,2007,0,0,0
emirados_arabes_unidos,2007,0,0,0
eslovenia,2007,0,0,0
espanha,2007,254317,1003934,0
estados_unidos,2007,3240,8865,0
franca,2007,1079332,10860013,0
georgia,2007,0,0,0
granada,2007,0,0,0
grecia,2007,0,0,0
hong_kong,2007,0,0,0
hungria,2007,0,0,0
indonesia,2007,0,0,0
irlanda,2007,0,0,0
israel,2007,5220,22638,0
italia,2007,1236636,4541086,0
japao,2007,0,0,0
luxemburgo,2007,0,0,0
mexico,2007,0,0,0
moldavia,2007,0,0,0
nova_zelandia,2007,0,0,0
paises_baixos,2007,0,0,0
panama,2007,0,0,0
peru,2007,0,0,0
portugal,2007,38385,181318,0
reino_unido,2007,0,0,0
romenia,2007,0,0,0
suica,2007,0,0,0
tunisia,2007,0,0,0
ucrania,2007,0,0,0
uruguai,2007,7807,20021,0
nao_consta_na_tabela,2007,0,0,1
nao_declarados,2007,0,0,1
outros,2007,7338,42896,0
africa_do_sul,2008,9212,30630,0
alemanha,2008,1959,12516,0
argentina,2008,1015357,3094003,0
australia,2008,495,3343,0
austria,2008,756,6680,0
bermudas,2008,0,0,0
bahamas,2008,0,0,0
belgica,2008,0,0,0
brasil,2008,1072,7645,0
bulgaria,2008,0,0,0
canada,2008,0,0,0
chile,2008,84673,234038,0
croacia,2008,0,0,0
cuba,2008,0,0,0
emirados_arabes_unidos,2008,0,0,0
eslovenia,2008,0,0,0
espanha,2008,266955,1179471,0
estados_unidos,2008,12417,34991,0
franca,2008,991608,10773247,0
georgia,2008,0,0,0
granada,2008,0,0,0
grecia,2008,0,0,0
hong_kong,2008,0,0,0
hungria,2008,0,0,0
indonesia,2008,0,0,0
irlanda,2008,0,0,0
israel,2008,1350,6912,0
italia,2008,1051675,4474690,0
japao,2008,0,0,0
luxemburgo,2008,0,0,0
mexico,2008,0,0,0
moldavia,2008,0,0,0
nova_zelandia,2008,315,3921,0
paises_baixos,2008,0,0,0
panama,2008,0,0,0
peru,2008,0,0,0
portugal,2008,62471,273717,0
reino_unido,2008,0,0,0
romenia,2008,0,0,0
suica,2008,0,0,0
tunisia,2008,0,0,0
ucrania,2008,0,0,0
uruguai,2008,1755,8372,0
nao_consta_na_tabela,2008,0,0,1
nao_declarados,2008,0,0,1
outros,2008,0,0,0
africa_do_sul,2009,10381,42463,0
alemanha,2009,1170,8434,0
argentina,2009,894550,2730102,0
australia,2009,225,2108,0
austria,2009,0,0,0
bermudas,2009,0,0,0
bahamas,2009,0,0,0
belgica,2009,0,0,0
brasil,2009,0,0,0
bulgaria,2009,0,0,0
canada,2009,0,0,0
chile,2009,39533,165731,0
croacia,2009,0,0,0
cuba,2009,0,0,0
emirados_arabes_unidos,2009,0,0,0
eslovenia,2009,0,0,0
espanha,2009,388452,1397582,0
estados_unidos,2009,7119,25952,0
franca,2009,1130768,11933677,0
georgia,2009,0,0,0
granada,2009,0,0,0
grecia,2009,0,0,0
hong_kong,2009,0,0,0
hungria,2009,0,0,0
indonesia,2009,0,0,0
irlanda,2009,0,0,0
israel,2009,0,0,0
italia,2009,693765,2984665,0
japao,2009,0,0,0
luxemburgo,2009,0,0,0
mexico,2009,0,0,0
moldavia,2009,0,0,0
nova_zelandia,2009,630,5106,0
paises_baixos,2009,0,0,0
panama,2009,0,0,0
peru,2009,0,0,0
portugal,2009,31170,164404,0
reino_unido,2009,0,0,0
romenia,2009,0,0,0
suica,2009,0,0,0
tunisia,2009,0,0,0
ucrania,2009,0,0,0
uruguai,2009,900,10200,0
nao_consta_na_tabela,2009,0,0,1
nao_declarados,2009,0,0,1
outros,2009,972,2665,0
africa_do_sul,2010,8121,37035,0
alemanha,2010,1116,5753,0
argentina,2010,1086901,3583463,0
australia,2010,0,0,0
austria,2010,0,0,0
bermudas,2010,0,0,0
bahamas,2010,0,0,0
belgica,2010,0,0,0
brasil,2010,468,62570,0
bulgaria,2010,0,0,0
canada,2010,0,0,0
chile,2010,68562,243004,0
croacia,2010,0,0,0
cuba,2010,0,0,0
emirados_arabes_unidos,2010,0,0,0
eslovenia,2010,0,0,0
espanha,2010,512539,1904476,0
estados_unidos,2010,11387,49664,0
franca,2010,1462949,17012302,0
georgia,2010,0,0,0
granada,2010,0,0,0
grecia,2010,0,0,0
hong_kong,2010,0,0,0
hungria,2010,0,0,0
indonesia,2010,0,0,0
irlanda,2010,0,0,0
israel,2010,1224,5467,0
italia,2010,1079836,4703738,0
japao,2010,0,0,0
luxemburgo,2010,0,0,0
mexico,2010,396,834,0
moldavia,2010,0,0,0
nova_zelandia,2010,720,6858,0
paises_baixos,2010,0,0,0
panama,2010,0,0,0
peru,2010,0,0,0
portugal,2010,74184,326868,0
reino_unido,2010,0,0,0
romenia,2010,0,0,0
suica,2010,0,0,0
tunisia,2010,0,0,0
ucrania,2010,0,0,0
uruguai,2010,5850,19080,0
nao_consta_na_tabela,2010,0,0,1
nao_declarados,2010,0,0,1
outros,2010,0,0,0
africa_do_sul,2011,20213,123099,0
alemanha,2011,810,8800,0
argentina,2011,997492,3818944,0
australia,2011,45,174,0
austria,2011,0,0,0
bermudas,2011,0,0,0
bahamas,2011,0,0,0
belgica,2011,0,0,0
brasil,2011,6210,52984,0
bulgaria,2011,0,0,0
canada,2011,0,0,0
chile,2011,66639,248691,0
croacia,2011,0,0,0
cuba,2011,0,0,0
emirados_arabes_unidos,2011,0,0,0
eslovenia,2011,0,0,0
espanha,2011,831585,3017324,0
estados_unidos,2011,4553,15458,0
franca,2011,1802575,20020633,0
georgia,2011,0,0,0
granada,2011,0,0,0
grecia,2011,0,0,0
hong_kong,2011,0,0,0
hungria,2011,0,0,0
indonesia,2011,0,0,0
irlanda,2011,0,0,0
israel,2011,990,11627,0
italia,2011,1137610,4966429,0
japao,2011,0,0,0
luxemburgo,2011,0,0,0
mexico,2011,0,0,0
moldavia,2011,0,0,0
nova_zelandia,2011,135,861,0
paises_baixos,2011,0,0,0
panama,2011,0,0,0
peru,2011,0,0,0
portugal,2011,53756,317547,0
reino_unido,2011,0,0,0
romenia,2011,0,0,0
suica,2011,0,0,0
tunisia,2011,870,2091,0
ucrania,2011,0,0,0
uruguai,2011,135,932,0
nao_consta_na_tabela,2011,0,0,1
nao_declarados,2011,0,0,1
outros,2011,0,0,0
africa_do_sul,2012,24954,133975,0
alemanha,2012,1260,9975,0
argentina,2012,963574,3985004,0
australia,2012,0,0,0
austria,2012,180,1139,0
bermudas,2012,0,0,0
bahamas,2012,0,0,0
belgica,2012,0,0,0
brasil,2012,60601,313190,0
bulgaria,2012,0,0,0
canada,2012,0,0,0
chile,2012,137790,484791,0
croacia,2012,0,0,0
cuba,2012,0,0,0
emirados_arabes_unidos,2012,0,0,0
eslovenia,2012,78,221,0
espanha,2012,1054367,4537094,0
estados_unidos,2012,15461,88292,0
franca,2012,1852431,22744192,0
georgia,2012,0,0,0
granada,2012,0,0,0
grecia,2012,0,0,0
hong_kong,2012,2607,15170,0
hungria,2012,404,1317,0
indonesia,2012,0,0,0
irlanda,2012,0,0,0
